	Symbol	Entrez	Description	Signature	SignatureID	Name	Ensembl	Genbank	Unigene	MetaSignature	Key	References	PubmedID	SelectionCriteria	Organism	HugoSymbol	Source	Database	taxid	ProbeID	logFC	P.Value	adj.P.Val	AveExpr	t	HomoloGeneRelease	ID	Function	EnsemblID	UnigeneID	GenbankID	Notes	NamePaper	FoldChange
1594692	PLEKHB2	55041	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		pleckstrin homology domain containing B2				Ras-induced senescence	Mason2004				human	PLEKHB2	Mason et al., Oncogene, 2004	Custom	9606														PLEKHB2	2.1
1594693	DHCR24	1718	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		24-dehydrocholesterol reductase				Ras-induced senescence	Mason2004				human	DHCR24	Mason et al., Oncogene, 2004	Custom	9606														DHCR24	2.1
1594694	BMP2K	55589	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		BMP2 inducible kinase				Ras-induced senescence	Mason2004				human	BMP2K	Mason et al., Oncogene, 2004	Custom	9606														BMP2K	2.1
1594695	ANTXR1	84168	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		anthrax toxin receptor 1				Ras-induced senescence	Mason2004				human	ANTXR1	Mason et al., Oncogene, 2004	Custom	9606														ANTXR1	2
1594696	UXS1	80146	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		UDP-glucuronate decarboxylase 1				Ras-induced senescence	Mason2004				human	UXS1	Mason et al., Oncogene, 2004	Custom	9606														UXS1	2
1594697	ACP6	51205	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		acid phosphatase 6, lysophosphatidic				Ras-induced senescence	Mason2004				human	ACP6	Mason et al., Oncogene, 2004	Custom	9606														ACP6	2
1594698	SAV1	60485	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		salvador family WW domain containing protein 1				Ras-induced senescence	Mason2004				human	SAV1	Mason et al., Oncogene, 2004	Custom	9606														SAV1	2
1594699	DHX32	55760	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		DEAH-box helicase 32 (putative)				Ras-induced senescence	Mason2004				human	DHX32	Mason et al., Oncogene, 2004	Custom	9606														DHX32	2
1594700	TRIB3	57761	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		tribbles pseudokinase 3				Ras-induced senescence	Mason2004				human	TRIB3	Mason et al., Oncogene, 2004	Custom	9606														TRIB3	2
1594701	UBE2H	7328	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		ubiquitin conjugating enzyme E2 H				Ras-induced senescence	Mason2004				human	UBE2H	Mason et al., Oncogene, 2004	Custom	9606														UBE2H	2
1594702	CTAG2	30848	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		cancer/testis antigen 2				Ras-induced senescence	Mason2004				human	CTAG2	Mason et al., Oncogene, 2004	Custom	9606														CTAG2	2
1594703	CTTN	2017	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		cortactin				Ras-induced senescence	Mason2004				human	CTTN	Mason et al., Oncogene, 2004	Custom	9606														EMS1	2
1594704	DCBLD2	131566	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		discoidin, CUB and LCCL domain containing 2				Ras-induced senescence	Mason2004				human	DCBLD2	Mason et al., Oncogene, 2004	Custom	9606														DCBLD2	2
1594705	SLC5A3	6526	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		solute carrier family 5 member 3				Ras-induced senescence	Mason2004				human	SLC5A3	Mason et al., Oncogene, 2004	Custom	9606														SLC5A3	2
1594706	FBXL14	144699	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		F-box and leucine rich repeat protein 14				Ras-induced senescence	Mason2004				human	FBXL14	Mason et al., Oncogene, 2004	Custom	9606														FBXL14	2
1594707	MCAT	27349	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		malonyl-CoA-acyl carrier protein transacylase				Ras-induced senescence	Mason2004				human	MCAT	Mason et al., Oncogene, 2004	Custom	9606														MT	2
1594708	GNS	2799	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		glucosamine (N-acetyl)-6-sulfatase				Ras-induced senescence	Mason2004				human	GNS	Mason et al., Oncogene, 2004	Custom	9606														GNS	2
1594709	PTPRO	5800	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		protein tyrosine phosphatase, receptor type O				Ras-induced senescence	Mason2004				human	PTPRO	Mason et al., Oncogene, 2004	Custom	9606														PTPRO	2
1594710	POSTN	10631	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		periostin				Ras-induced senescence	Mason2004				human	POSTN	Mason et al., Oncogene, 2004	Custom	9606														POSTN	2
1594711	RUNX1	861	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		runt related transcription factor 1				Ras-induced senescence	Mason2004				human	RUNX1	Mason et al., Oncogene, 2004	Custom	9606														RUNX1	2
1594712	HIST1H2BE	8344	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		histone cluster 1 H2B family member e				Ras-induced senescence	Mason2004				human	HIST1H2BE	Mason et al., Oncogene, 2004	Custom	9606														HIST1H2BE	2
1594713	GLRX	2745	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		glutaredoxin				Ras-induced senescence	Mason2004				human	GLRX	Mason et al., Oncogene, 2004	Custom	9606														GLRX	2
1594714	IL13RA2	3598	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		interleukin 13 receptor subunit alpha 2				Ras-induced senescence	Mason2004				human	IL13RA2	Mason et al., Oncogene, 2004	Custom	9606														IL13RA2	2
1594715	STAT4	6775	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		signal transducer and activator of transcription 4				Ras-induced senescence	Mason2004				human	STAT4	Mason et al., Oncogene, 2004	Custom	9606														STAT4	2
1594716	MTF1	4520	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		metal regulatory transcription factor 1				Ras-induced senescence	Mason2004				human	MTF1	Mason et al., Oncogene, 2004	Custom	9606														MTF1	2
1594717	CCR1	1230	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		C-C motif chemokine receptor 1				Ras-induced senescence	Mason2004				human	CCR1	Mason et al., Oncogene, 2004	Custom	9606														CCR1	2
1594718	SLC26A2	1836	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		solute carrier family 26 member 2				Ras-induced senescence	Mason2004				human	SLC26A2	Mason et al., Oncogene, 2004	Custom	9606														SLC26A2	2
1594719	SRPX	8406	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		sushi repeat containing protein, X-linked				Ras-induced senescence	Mason2004				human	SRPX	Mason et al., Oncogene, 2004	Custom	9606														SRPX	2
1594720	IDI1	3422	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		isopentenyl-diphosphate delta isomerase 1				Ras-induced senescence	Mason2004				human	IDI1	Mason et al., Oncogene, 2004	Custom	9606														IDI1	2
1594721	PPID	5481	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		peptidylprolyl isomerase D				Ras-induced senescence	Mason2004				human	PPID	Mason et al., Oncogene, 2004	Custom	9606														PPID	2
1594722	MAD2L1BP	9587	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		MAD2L1 binding protein				Ras-induced senescence	Mason2004				human	MAD2L1BP	Mason et al., Oncogene, 2004	Custom	9606														MAD2L1BP	2
1594723	HTN1	3346	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		histatin 1				Ras-induced senescence	Mason2004				human	HTN1	Mason et al., Oncogene, 2004	Custom	9606														HIS1	2
1594724	LAMC2	3918	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		laminin subunit gamma 2				Ras-induced senescence	Mason2004				human	LAMC2	Mason et al., Oncogene, 2004	Custom	9606														LAMC2	2
1594725	SHC1	6464	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		SHC adaptor protein 1				Ras-induced senescence	Mason2004				human	SHC1	Mason et al., Oncogene, 2004	Custom	9606														SHC1	2
1594726	IFI30	10437	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		IFI30, lysosomal thiol reductase				Ras-induced senescence	Mason2004				human	IFI30	Mason et al., Oncogene, 2004	Custom	9606														IFI30	2
1594727	ATP6V1B2	526	Genes upregulated in Ras-induced senescnce	Ras-induced senescence upregulated		ATPase H+ transporting V1 subunit B2				Ras-induced senescence	Mason2004				human	ATP6V1B2	Mason et al., Oncogene, 2004	Custom	9606														ATP6V1B2	2
1594728	BARD1	580	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		BRCA1 associated RING domain 1				Ras-induced senescence	Mason2004				human	BARD1	Mason et al., Oncogene, 2004	Custom	9606														BARD1	-157.6
1594729	FOXM1	2305	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		forkhead box M1				Ras-induced senescence	Mason2004				human	FOXM1	Mason et al., Oncogene, 2004	Custom	9606														FOXM1	-111.4
1594730	PLK4	10733	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		polo like kinase 4				Ras-induced senescence	Mason2004				human	PLK4	Mason et al., Oncogene, 2004	Custom	9606														PLK4	-81.6
1594731	NDC80	10403	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		NDC80, kinetochore complex component				Ras-induced senescence	Mason2004				human	NDC80	Mason et al., Oncogene, 2004	Custom	9606														KNTC2	-78.8
1594732	SELENOP	6414	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		selenoprotein P				Ras-induced senescence	Mason2004				human	SELENOP	Mason et al., Oncogene, 2004	Custom	9606														SEPP1	-66.3
1594733	CDC45	8318	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle 45				Ras-induced senescence	Mason2004				human	CDC45	Mason et al., Oncogene, 2004	Custom	9606														CDC45L	-32
1594734	CDCA8	55143	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle associated 8				Ras-induced senescence	Mason2004				human	CDCA8	Mason et al., Oncogene, 2004	Custom	9606														CDCA8	-29.9
1594735	COL15A1	1306	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		collagen type XV alpha 1 chain				Ras-induced senescence	Mason2004				human	COL15A1	Mason et al., Oncogene, 2004	Custom	9606														COL15A1	-26.9
1594736	TACC3	10460	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		transforming acidic coiled-coil containing protein 3				Ras-induced senescence	Mason2004				human	TACC3	Mason et al., Oncogene, 2004	Custom	9606														TACC3	-26.9
1594737	KIF20A	10112	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		kinesin family member 20A				Ras-induced senescence	Mason2004				human	KIF20A	Mason et al., Oncogene, 2004	Custom	9606														KIF20A	-26
1594738	EFEMP1	2202	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		EGF containing fibulin like extracellular matrix protein 1				Ras-induced senescence	Mason2004				human	EFEMP1	Mason et al., Oncogene, 2004	Custom	9606														EFEMP1	-21.1
1594739	DCN	1634	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		decorin				Ras-induced senescence	Mason2004				human	DCN	Mason et al., Oncogene, 2004	Custom	9606														DCN	-19.7
1594740	HELLS	3070	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		helicase, lymphoid-specific				Ras-induced senescence	Mason2004				human	HELLS	Mason et al., Oncogene, 2004	Custom	9606														HELLS	-17.1
1594741	GPRC5A	9052	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		G protein-coupled receptor class C group 5 member A				Ras-induced senescence	Mason2004				human	GPRC5A	Mason et al., Oncogene, 2004	Custom	9606														RAI3	-17.1
1594742	ZMYM2	7750	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		zinc finger MYM-type containing 2				Ras-induced senescence	Mason2004				human	ZMYM2	Mason et al., Oncogene, 2004	Custom	9606														RAMP	-17.1
1594743	GINS2	51659	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		GINS complex subunit 2				Ras-induced senescence	Mason2004				human	GINS2	Mason et al., Oncogene, 2004	Custom	9606														Pfs2	-16.6
1594744	KCNK2	3776	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		potassium two pore domain channel subfamily K member 2				Ras-induced senescence	Mason2004				human	KCNK2	Mason et al., Oncogene, 2004	Custom	9606														KCNK2	-16
1594745	LMOD1	25802	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		leiomodin 1				Ras-induced senescence	Mason2004				human	LMOD1	Mason et al., Oncogene, 2004	Custom	9606														LMOD1	-15.5
1594746	PRC1	9055	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		protein regulator of cytokinesis 1				Ras-induced senescence	Mason2004				human	PRC1	Mason et al., Oncogene, 2004	Custom	9606														PRC1	-14.9
1594747	NCAPH	23397	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		non-SMC condensin I complex subunit H				Ras-induced senescence	Mason2004				human	NCAPH	Mason et al., Oncogene, 2004	Custom	9606														BRRN1	-14.9
1594748	NUSAP1	51203	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		nucleolar and spindle associated protein 1				Ras-induced senescence	Mason2004				human	NUSAP1	Mason et al., Oncogene, 2004	Custom	9606														NUSAP1	-14.9
1594749	BUB1	699	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		BUB1 mitotic checkpoint serine/threonine kinase				Ras-induced senescence	Mason2004				human	BUB1	Mason et al., Oncogene, 2004	Custom	9606														BUB1	-14.4
1594750	TOP2A	7153	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		topoisomerase (DNA) II alpha				Ras-induced senescence	Mason2004				human	TOP2A	Mason et al., Oncogene, 2004	Custom	9606														TOP2A	-14.4
1594751	BIRC5	332	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		baculoviral IAP repeat containing 5				Ras-induced senescence	Mason2004				human	BIRC5	Mason et al., Oncogene, 2004	Custom	9606														BIRC5	-14.4
1594752	SHCBP1	79801	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		SHC binding and spindle associated 1				Ras-induced senescence	Mason2004				human	SHCBP1	Mason et al., Oncogene, 2004	Custom	9606														SHCBP1	-14.4
1594753	CDC25A	993	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle 25A				Ras-induced senescence	Mason2004				human	CDC25A	Mason et al., Oncogene, 2004	Custom	9606														CDC25A	-13.9
1594754	FBXO5	26271	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		F-box protein 5				Ras-induced senescence	Mason2004				human	FBXO5	Mason et al., Oncogene, 2004	Custom	9606														FBXO5	-13.9
1594755	HMGB2	3148	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		high mobility group box 2				Ras-induced senescence	Mason2004				human	HMGB2	Mason et al., Oncogene, 2004	Custom	9606														HMGB2	-13.9
1594756	MCM5	4174	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		minichromosome maintenance complex component 5				Ras-induced senescence	Mason2004				human	MCM5	Mason et al., Oncogene, 2004	Custom	9606														MCM5	-13.9
1594757	ASPM	259266	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		abnormal spindle microtubule assembly				Ras-induced senescence	Mason2004				human	ASPM	Mason et al., Oncogene, 2004	Custom	9606														ASPM	-13.5
1594758	COL3A1	1281	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		collagen type III alpha 1 chain				Ras-induced senescence	Mason2004				human	COL3A1	Mason et al., Oncogene, 2004	Custom	9606														COL3A1	-13
1594759	NCAPG	64151	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		non-SMC condensin I complex subunit G				Ras-induced senescence	Mason2004				human	NCAPG	Mason et al., Oncogene, 2004	Custom	9606														HCAP-G	-13
1594760	PBK	55872	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		PDZ binding kinase				Ras-induced senescence	Mason2004				human	PBK	Mason et al., Oncogene, 2004	Custom	9606														TOPK	-13
1594761	PTN	5764	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		pleiotrophin				Ras-induced senescence	Mason2004				human	PTN	Mason et al., Oncogene, 2004	Custom	9606														PTN	-12.6
1594762	ABCC3	8714	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		ATP binding cassette subfamily C member 3				Ras-induced senescence	Mason2004				human	ABCC3	Mason et al., Oncogene, 2004	Custom	9606														ABCC3	-12.6
1594763	BUB1B	701	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		BUB1 mitotic checkpoint serine/threonine kinase B				Ras-induced senescence	Mason2004				human	BUB1B	Mason et al., Oncogene, 2004	Custom	9606														BUB1B	-12.6
1594764	CDK1	983	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cyclin dependent kinase 1				Ras-induced senescence	Mason2004				human	CDK1	Mason et al., Oncogene, 2004	Custom	9606														CDC2	-12.6
1594765	GTSE1	51512	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		G2 and S-phase expressed 1				Ras-induced senescence	Mason2004				human	GTSE1	Mason et al., Oncogene, 2004	Custom	9606														GTSE1	-12.1
1594766	WDHD1	11169	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		WD repeat and HMG-box DNA binding protein 1				Ras-induced senescence	Mason2004				human	WDHD1	Mason et al., Oncogene, 2004	Custom	9606														WDHD1	-12.1
1594767	CENPE	1062	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		centromere protein E				Ras-induced senescence	Mason2004				human	CENPE	Mason et al., Oncogene, 2004	Custom	9606														CENPE	-11.7
1594768	MCM10	55388	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		minichromosome maintenance 10 replication initiation factor				Ras-induced senescence	Mason2004				human	MCM10	Mason et al., Oncogene, 2004	Custom	9606														MCM10	-11.7
1594769	IMPA2	3613	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		inositol monophosphatase 2				Ras-induced senescence	Mason2004				human	IMPA2	Mason et al., Oncogene, 2004	Custom	9606														IMPA2	-10.9
1594770	CCNE2	9134	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cyclin E2				Ras-induced senescence	Mason2004				human	CCNE2	Mason et al., Oncogene, 2004	Custom	9606														CCNE2	-10.6
1594771	HMMR	3161	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		hyaluronan mediated motility receptor				Ras-induced senescence	Mason2004				human	HMMR	Mason et al., Oncogene, 2004	Custom	9606														HMMR	-10.6
1594772	FBLN1	2192	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		fibulin 1				Ras-induced senescence	Mason2004				human	FBLN1	Mason et al., Oncogene, 2004	Custom	9606														FBLN1	-10.6
1594773	RASA4	10156	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		RAS p21 protein activator 4				Ras-induced senescence	Mason2004				human	RASA4	Mason et al., Oncogene, 2004	Custom	9606														RASA4	-10.6
1594774	TTK	7272	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		TTK protein kinase				Ras-induced senescence	Mason2004				human	TTK	Mason et al., Oncogene, 2004	Custom	9606														TTK	-10.6
1594775	C1R	715	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		complement C1r				Ras-induced senescence	Mason2004				human	C1R	Mason et al., Oncogene, 2004	Custom	9606														C1R	-10.2
1594776	C1R	715	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		complement C1r				Ras-induced senescence	Mason2004				human	C1R	Mason et al., Oncogene, 2004	Custom	9606														C1R	-10.2
1594777	EDNRA	1909	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		endothelin receptor type A				Ras-induced senescence	Mason2004				human	EDNRA	Mason et al., Oncogene, 2004	Custom	9606														EDNRA	-10.2
1594778	EDNRB	1910	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		endothelin receptor type B				Ras-induced senescence	Mason2004				human	EDNRB	Mason et al., Oncogene, 2004	Custom	9606														EDNRB	-10.2
1594779	MFAP4	4239	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		microfibrillar associated protein 4				Ras-induced senescence	Mason2004				human	MFAP4	Mason et al., Oncogene, 2004	Custom	9606														MFAP4	-10.2
1594780	CRLF1	9244	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cytokine receptor like factor 1				Ras-induced senescence	Mason2004				human	CRLF1	Mason et al., Oncogene, 2004	Custom	9606														CRLF1	-9.8
1594781	CSDC2	27254	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cold shock domain containing C2				Ras-induced senescence	Mason2004				human	CSDC2	Mason et al., Oncogene, 2004	Custom	9606														PIPPIN	-9.8
1594782	BTN3A3	10384	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		butyrophilin subfamily 3 member A3				Ras-induced senescence	Mason2004				human	BTN3A3	Mason et al., Oncogene, 2004	Custom	9606														BTN3A3	-9.5
1594783	DLGAP5	9787	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		DLG associated protein 5				Ras-induced senescence	Mason2004				human	DLGAP5	Mason et al., Oncogene, 2004	Custom	9606														DLG7	-9.5
1594784	KIF11	3832	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		kinesin family member 11				Ras-induced senescence	Mason2004				human	KIF11	Mason et al., Oncogene, 2004	Custom	9606														KIF11	-9.5
1594785	KIF4A	24137	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		kinesin family member 4A				Ras-induced senescence	Mason2004				human	KIF4A	Mason et al., Oncogene, 2004	Custom	9606														KIF4A	-9.5
1594786	TRO	7216	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		trophinin				Ras-induced senescence	Mason2004				human	TRO	Mason et al., Oncogene, 2004	Custom	9606														TRO	-9.5
1594787	BST1	683	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		bone marrow stromal cell antigen 1				Ras-induced senescence	Mason2004				human	BST1	Mason et al., Oncogene, 2004	Custom	9606														BST1	-9.2
1594788	GPR161	23432	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		G protein-coupled receptor 161				Ras-induced senescence	Mason2004				human	GPR161	Mason et al., Oncogene, 2004	Custom	9606														GPR161	-9.2
1594789	KIF23	9493	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		kinesin family member 23				Ras-induced senescence	Mason2004				human	KIF23	Mason et al., Oncogene, 2004	Custom	9606														KIF23	-9.2
1594790	YIPF3	25844	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		Yip1 domain family member 3				Ras-induced senescence	Mason2004				human	YIPF3	Mason et al., Oncogene, 2004	Custom	9606														KLIP1	-9.2
1594791	MPHOSPH9	10198	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		M-phase phosphoprotein 9				Ras-induced senescence	Mason2004				human	MPHOSPH9	Mason et al., Oncogene, 2004	Custom	9606														MPHOSPH9	-8.9
1594792	EXOSC9	5393	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		exosome component 9				Ras-induced senescence	Mason2004				human	EXOSC9	Mason et al., Oncogene, 2004	Custom	9606														PMSCL1	-8.9
1594793	CYTL1	54360	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cytokine like 1				Ras-induced senescence	Mason2004				human	CYTL1	Mason et al., Oncogene, 2004	Custom	9606														C17	-8.9
1594794	DDX11	1663	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		DEAD/H-box helicase 11				Ras-induced senescence	Mason2004				human	DDX11	Mason et al., Oncogene, 2004	Custom	9606														DDX11	-8.9
1594795	RRM2	6241	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		ribonucleotide reductase regulatory subunit M2				Ras-induced senescence	Mason2004				human	RRM2	Mason et al., Oncogene, 2004	Custom	9606														RRM2	-7.7
1594796	ARHGAP19	84986	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		Rho GTPase activating protein 19				Ras-induced senescence	Mason2004				human	ARHGAP19	Mason et al., Oncogene, 2004	Custom	9606														ARHGAP19	-8.6
1594797	CXCL12	6387	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		C-X-C motif chemokine ligand 12				Ras-induced senescence	Mason2004				human	CXCL12	Mason et al., Oncogene, 2004	Custom	9606														CXCL12	-8.6
1594798	FANCA	2175	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		Fanconi anemia complementation group A				Ras-induced senescence	Mason2004				human	FANCA	Mason et al., Oncogene, 2004	Custom	9606														FANCA	-8.6
1594799	NR5A2	2494	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		nuclear receptor subfamily 5 group A member 2				Ras-induced senescence	Mason2004				human	NR5A2	Mason et al., Oncogene, 2004	Custom	9606														NR5A2	-8.6
1594800	TMSB15A	11013	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		thymosin beta 15a				Ras-induced senescence	Mason2004				human	TMSB15A	Mason et al., Oncogene, 2004	Custom	9606														TMSNB	-8.6
1594801	CDC6	990	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle 6				Ras-induced senescence	Mason2004				human	CDC6	Mason et al., Oncogene, 2004	Custom	9606														CDC6	-8.3
1594802	CENPF	1063	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		centromere protein F				Ras-induced senescence	Mason2004				human	CENPF	Mason et al., Oncogene, 2004	Custom	9606														CENPF	-8.3
1594803	PLXND1	23129	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		plexin D1				Ras-induced senescence	Mason2004				human	PLXND1	Mason et al., Oncogene, 2004	Custom	9606														PLXND1	-8.3
1594804	CDC20	991	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle 20				Ras-induced senescence	Mason2004				human	CDC20	Mason et al., Oncogene, 2004	Custom	9606														CDC20	-8
1594805	SIX1	6495	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		SIX homeobox 1				Ras-induced senescence	Mason2004				human	SIX1	Mason et al., Oncogene, 2004	Custom	9606														SIX1	-8
1594806	ZFPM2	23414	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		zinc finger protein, FOG family member 2				Ras-induced senescence	Mason2004				human	ZFPM2	Mason et al., Oncogene, 2004	Custom	9606														ZFPM2	-8
1594807	PRG1	23574	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		p53-responsive gene 1				Ras-induced senescence	Mason2004				human	PRG1	Mason et al., Oncogene, 2004	Custom	9606														PRG1	-7.7
1594808	COL1A2	1278	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		collagen type I alpha 2 chain				Ras-induced senescence	Mason2004				human	COL1A2	Mason et al., Oncogene, 2004	Custom	9606														COL1A2	-7.5
1594809	ELF4	2000	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		E74 like ETS transcription factor 4				Ras-induced senescence	Mason2004				human	ELF4	Mason et al., Oncogene, 2004	Custom	9606														ELF4	-7.5
1594810	FST	10468	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		follistatin				Ras-induced senescence	Mason2004				human	FST	Mason et al., Oncogene, 2004	Custom	9606														FST	-7.5
1594811	NEK2	4751	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		NIMA related kinase 2				Ras-induced senescence	Mason2004				human	NEK2	Mason et al., Oncogene, 2004	Custom	9606														NEK2	-7.5
